123,502,534.28,10,2023
124,713,214.52,5,2023
125,191,760.01,3,2024
126,893,339.19,10,2023
127,411,952.54,6,2024
128,280,76.14,12,2024
129,803,246.73,2,2024
130,42,374.02,3,2024
131,540,832.18,7,2023
132,823,710.7,7,2023
133,611,819.72,11,2024
134,151,540.98,1,2024
135,511,157.1,3,2024
136,359,833.01,12,2024
137,46,140.8,6,2023
138,744,19.31,1,2023
139,654,770.3,1,2024
140,647,705.23,2,2024
141,258,384.99,2,2023
142,54,937.38,9,2024
143,233,163.34,5,2023
144,409,100.54,11,2024
145,255,347.88,3,2024
146,687,773.73,4,2023
147,135,607.25,10,2023
148,73,747.68,3,2023
149,280,940.65,6,2023
150,654,699.57,9,2023
151,88,942.89,9,2023
152,496,825.37,2,2023
153,179,978.97,11,2024
154,765,924.49,10,2024
155,774,707.48,10,2023
156,388,368.23,11,2023
157,675,999.24,9,2023
158,683,297.55,3,2024
159,172,72.08,11,2024
160,321,213.73,10,2023
161,722,736.16,6,2024
162,594,986.98,8,2023
163,26,538.13,4,2024
164,592,63.68,4,2023
165,114,593.77,4,2023
166,768,400.19,12,2023
167,47,142.78,4,2023
168,366,860.56,7,2023
169,410,692.73,9,2023
170,815,542.84,10,2023
171,10,341.9,11,2024
172,656,639.56,11,2023
173,340,597.96,8,2023
174,680,893.72,8,2024
175,507,174.25,9,2024
176,687,228.45,1,2024
177,331,907.64,6,2024
178,996,806.65,11,2024
179,382,358.04,9,2023
180,351,434.68,7,2024
181,345,209.11,11,2023
182,839,160.14,1,2023
183,415,915.61,3,2024
184,535,685.21,7,2024
185,897,514.56,10,2023
186,135,842.9,5,2024
187,170,960.71,5,2024
188,762,617.65,9,2024
189,923,381.43,5,2023
190,616,942.74,1,2024
191,223,788.3,1,2024
192,717,173.53,4,2023
193,249,595.8,12,2024
194,971,583.06,7,2024
195,785,874.83,8,2024
196,631,813.12,11,2023
197,352,181.17,12,2024
198,816,802.02,10,2023
199,706,880.33,7,2024
200,186,934.32,1,2024
201,847,580.46,8,2024
202,656,646.84,11,2024
203,666,844.53,9,2023
204,325,429.86,5,2023
205,470,726.72,1,2023
206,733,595.94,2,2024
207,598,43.99,3,2024
208,398,369.43,3,2023
209,418,611.36,2,2024
210,394,943.05,2,2023
211,9,652.54,7,2023
212,667,111.41,5,2024
213,744,977.89,12,2023
214,747,239.46,10,2023
215,150,890.87,3,2024
216,190,256.29,2,2023
217,378,745.21,1,2024
218,290,273.05,10,2024
219,539,31.07,8,2024
220,728,381.91,5,2024
221,796,498.88,1,2024
222,156,668.53,3,2024
223,677,520.87,4,2024
224,691,854.66,3,2024
225,347,858.22,1,2024
226,311,998.74,6,2024
227,649,747.4,10,2023
228,141,208.6,11,2023
229,253,461.5,2,2024
230,678,811.97,9,2023
231,278,56.88,7,2023
232,8,940.56,11,2024
233,934,445.69,5,2023
234,327,882.98,9,2024
235,934,91.1,11,2023
236,550,275.29,12,2024
237,848,573.89,5,2023
238,152,544.52,7,2024
239,102,990.45,6,2024
240,22,556.42,12,2023
241,571,714.15,9,2023
242,682,178.53,11,2023
243,379,630.61,5,2024
244,223,583.9,11,2023
245,76,664.43,4,2023
246,626,884.04,12,2024
247,448,203.1,8,2023
248,264,356.86,8,2023
249,78,674.5,11,2023
250,745,563.78,7,2023
251,738,735.35,1,2024
252,492,956.45,8,2024
253,461,45.45,11,2023
254,689,704.46,9,2024
255,549,595.81,1,2024
256,713,227.61,10,2024
257,422,813.68,8,2023
258,277,504.37,2,2023
259,68,310.05,3,2024
260,550,666.11,7,2024
261,946,806.68,7,2023
262,89,648.49,3,2023
263,914,158.95,3,2024
264,474,962.24,5,2024
265,746,206.42,12,2023
266,766,823.05,4,2024
267,677,331.71,9,2024
268,460,658.25,10,2023
269,621,131.19,6,2024
270,286,354.64,3,2023
271,9,188.09,7,2024
272,243,910.8,4,2024
273,142,446.78,7,2024
274,64,445.37,9,2023
275,13,783.94,1,2023
276,277,899.39,1,2023
277,489,846.9,3,2023
278,674,189.29,11,2023
279,818,192.31,1,2023
280,281,346.81,7,2024
281,562,638.63,1,2024
282,104,663.43,2,2023
283,774,622.78,1,2023
284,986,662.42,1,2023
285,930,804.2,10,2024
286,277,201.0,10,2023
287,133,570.59,9,2024
288,211,973.4,3,2024
289,212,494.29,12,2024
290,786,824.99,1,2024
291,224,274.57,3,2023
292,739,313.13,5,2023
293,196,562.61,7,2023
294,304,377.91,8,2023
295,40,15.82,10,2023
296,109,117.4,5,2024
297,923,315.14,9,2024
298,516,37.78,7,2023
299,18,90.16,7,2023
300,545,391.31,10,2023
301,712,109.81,3,2023
302,754,764.55,6,2024
303,622,361.49,6,2024
304,526,780.3,9,2024
305,905,244.69,11,2024
306,919,864.49,7,2023
307,996,728.4,7,2024
308,110,10.67,2,2023
309,88,246.51,11,2024
310,148,786.62,5,2024
311,803,986.9,6,2024
312,122,322.24,11,2024
313,729,455.03,6,2023
314,155,629.74,5,2023
315,47,135.16,2,2023
316,177,244.23,9,2024
317,410,126.24,10,2023
318,455,75.59,8,2023
319,881,359.71,10,2024
320,635,596.92,9,2023
321,107,632.09,6,2023
322,337,103.7,6,2024
323,372,317.94,5,2023
324,464,798.5,6,2024
325,219,947.63,8,2024
326,373,654.16,4,2023
327,513,719.53,5,2024
328,346,453.15,11,2024
329,222,358.52,2,2023
330,579,257.57,7,2023
331,97,246.96,8,2024
332,216,534.45,3,2023
333,188,407.99,10,2023
334,458,730.75,2,2024
335,600,171.59,8,2024
336,979,630.16,8,2024
337,761,159.74,1,2024
338,400,604.01,3,2024
339,643,915.6,12,2023
340,699,585.97,6,2024
341,70,118.51,7,2024
342,742,517.03,4,2024
343,393,694.77,3,2024
344,485,561.57,8,2023
345,563,972.89,6,2023
346,907,11.25,10,2023
347,825,371.89,8,2023
348,762,867.79,11,2023
349,317,14.59,9,2023
350,811,958.13,8,2024
351,381,53.66,3,2024
352,968,87.56,7,2023
353,709,611.04,5,2023
354,437,320.77,8,2023
355,489,888.67,6,2023
356,618,569.25,3,2023
357,528,113.97,9,2024
358,685,724.51,9,2024
359,631,814.9,11,2024
360,19,934.09,10,2023
361,860,617.86,3,2023
362,466,10.28,3,2023
363,185,947.88,2,2023
364,384,798.69,9,2023
365,709,557.3,9,2024
366,946,510.78,6,2023
367,842,251.08,7,2023
368,478,249.04,9,2024
369,913,276.7,9,2023
370,812,15.42,9,2023
371,150,449.25,8,2023
372,898,108.03,3,2023
373,500,905.34,11,2024
374,256,176.74,1,2024
375,322,654.53,7,2024
376,89,957.87,8,2023
377,414,649.66,3,2024
378,830,675.0,12,2024
379,972,932.51,4,2024
380,934,62.36,1,2023
381,578,109.97,3,2024
382,545,224.09,10,2023
383,101,30.49,4,2023
384,474,939.49,10,2023
385,377,649.6,2,2024
386,34,239.79,10,2023
387,457,393.32,12,2023
388,840,731.8,4,2023
389,150,991.15,9,2023
390,974,498.5,7,2023
391,817,635.06,10,2024
392,55,664.15,6,2023
393,608,344.58,8,2023
394,638,452.18,12,2023
395,293,43.77,7,2023
396,786,940.2,11,2023
397,413,901.3,10,2023
398,562,669.16,3,2024
399,224,138.54,12,2024
400,417,852.19,5,2023
401,201,987.68,6,2024
402,492,209.03,6,2023
403,151,986.33,12,2023
404,901,96.36,4,2023
405,644,203.94,2,2023
406,336,174.33,2,2024
407,857,670.56,10,2024
408,624,818.14,9,2024
409,722,963.99,2,2024
410,552,944.66,6,2023
411,185,13.15,11,2024
412,620,594.54,10,2024
413,192,652.09,6,2024
414,941,565.45,7,2023
415,458,584.69,3,2024
416,182,659.52,12,2023
417,265,265.94,8,2023
418,85,794.97,3,2024
419,824,420.09,1,2023
420,822,938.83,5,2023
421,769,95.16,11,2024
422,522,43.6,3,2023
423,832,190.76,4,2023
424,96,91.26,7,2023
425,438,768.46,5,2023
426,728,121.32,11,2024
427,829,703.28,3,2023
428,781,887.29,5,2024
429,289,784.75,4,2024
430,414,452.31,11,2023
431,339,858.76,5,2023
432,427,93.49,3,2024
433,174,39.88,12,2023
434,504,788.18,5,2024
435,817,589.85,11,2023
436,329,931.25,12,2023
437,295,298.39,3,2024
438,290,143.07,5,2023
439,79,957.51,10,2023
440,226,625.73,11,2024
441,290,413.84,3,2024
442,66,279.27,1,2023
443,119,955.15,4,2024
444,270,47.01,8,2024
445,841,816.48,7,2024
446,240,57.94,12,2023
447,251,769.82,7,2024
448,716,91.79,6,2024
449,261,642.12,7,2023
450,916,135.67,12,2024
451,942,622.55,3,2024
452,379,73.68,4,2024
453,489,76.35,3,2024
454,662,887.01,9,2024
455,993,896.43,2,2024
456,99,722.13,8,2024
457,80,728.69,9,2023
458,809,523.75,8,2024
459,745,754.47,1,2023
460,699,643.96,7,2023
461,315,15.26,1,2023
462,778,649.74,12,2024
463,713,523.75,11,2024
464,396,37.06,2,2023
465,819,140.16,3,2024
466,760,322.52,2,2023
467,669,145.67,8,2024
468,36,580.38,1,2023
469,96,910.43,3,2024
470,370,235.12,6,2024
471,221,330.55,12,2024
472,824,320.02,3,2023
473,900,856.68,1,2023
474,289,522.82,10,2023
475,672,834.77,9,2023
476,149,900.32,11,2023
477,807,651.0,8,2024
478,557,15.22,9,2024
479,107,604.59,7,2024
480,477,975.45,6,2024
481,666,228.88,10,2023
482,615,201.59,4,2023
483,34,674.91,5,2024
484,288,925.73,3,2023
485,648,817.08,10,2023
486,125,796.86,9,2023
487,512,486.03,11,2024
488,172,39.86,5,2024
489,663,477.25,5,2024
490,719,631.98,1,2023
491,699,203.07,12,2023
492,955,780.78,9,2024
493,623,782.45,5,2024
494,104,294.7,3,2023
495,230,953.19,12,2024
496,334,336.29,11,2024
497,392,965.96,9,2023
498,78,924.61,1,2023
499,10,935.87,9,2024
500,579,13.97,9,2024
501,705,769.54,3,2024
502,632,870.05,11,2024
503,531,715.35,10,2024
504,59,824.73,5,2024
505,393,145.64,2,2024
506,84,377.6,10,2023
507,3,507.18,10,2024
508,235,736.66,1,2023
509,253,31.02,7,2024
510,390,367.97,8,2023
511,9,693.74,3,2023
512,2,773.19,1,2024
513,479,229.69,3,2023
514,584,190.18,1,2023
515,657,645.45,11,2023
516,58,689.82,12,2024
517,22,377.75,5,2023
518,102,187.37,9,2023
519,743,440.34,4,2024
520,817,541.0,3,2023
521,305,566.36,10,2023
522,976,80.77,8,2024
523,380,97.84,11,2023
524,380,141.89,2,2024
525,773,318.26,3,2023
526,224,408.89,7,2023
527,627,318.15,12,2024
528,609,747.49,8,2023
529,467,739.26,6,2023
530,208,429.55,9,2024
531,340,852.55,6,2023
532,967,817.17,9,2024
533,873,917.62,7,2023
534,433,389.72,11,2023
535,944,426.97,12,2024
536,48,64.98,4,2024
537,22,28.44,9,2023
538,165,222.39,12,2023
539,390,253.07,1,2024
540,318,271.18,5,2023
541,395,856.02,1,2023
542,34,782.29,4,2023
543,397,690.84,6,2024
544,123,503.53,12,2023
545,544,420.08,11,2023
546,365,366.15,11,2024
547,825,18.52,12,2024
548,12,584.0,5,2024
549,286,583.67,4,2023
550,504,390.04,11,2024
551,133,851.69,11,2023
552,841,523.22,10,2023
553,885,467.84,9,2023
554,187,249.33,7,2024
555,887,753.21,10,2024
556,379,240.91,10,2024
557,838,209.89,7,2024
558,247,290.6,12,2024
559,372,789.08,12,2023
560,908,116.47,12,2024
561,190,742.26,9,2024
562,368,662.44,6,2024
563,513,598.91,5,2023
564,300,963.32,7,2023
565,830,629.03,2,2023
566,847,186.71,3,2024
567,609,369.3,11,2024
568,772,682.86,7,2024
569,840,515.19,8,2024
570,506,261.84,1,2023
571,578,608.18,4,2024
572,301,363.48,11,2023
573,168,299.92,2,2024
574,637,774.63,10,2023
575,562,301.62,8,2023
576,180,250.34,2,2023
577,901,351.44,9,2024
578,898,17.27,3,2024
579,228,783.75,5,2023
580,803,611.71,12,2024
581,349,960.32,4,2023
582,715,609.13,3,2024
583,410,695.76,12,2024
584,675,467.84,9,2024
585,729,622.69,6,2024
586,237,143.82,4,2023
587,102,553.12,12,2024
588,124,477.52,5,2024
589,823,688.01,7,2023
590,730,370.42,7,2023
591,261,548.87,7,2024
592,962,157.58,12,2024
593,810,723.21,10,2024
594,81,861.93,7,2024
595,129,189.14,1,2024
596,617,239.03,4,2024
597,437,431.19,9,2023
598,90,318.04,7,2024
599,342,680.1,2,2024
600,273,199.69,11,2023
601,89,795.52,9,2024
602,245,757.97,3,2023
603,282,425.72,1,2023
604,312,776.52,11,2023
605,7,294.35,5,2024
606,61,466.14,10,2024
607,363,299.82,1,2023
608,871,346.65,4,2024
609,539,683.91,1,2023
610,898,916.82,2,2024
611,16,386.02,8,2024
612,121,652.96,11,2023
613,798,187.34,6,2023
614,163,100.36,7,2023
615,999,467.37,2,2023
616,146,437.97,11,2024
617,601,293.74,3,2023
618,443,726.18,12,2023
619,626,130.84,8,2024
620,670,888.23,1,2023
621,817,329.26,4,2024
622,114,287.98,5,2023
623,898,20.42,4,2024
624,843,403.42,1,2024
625,227,156.53,7,2023
626,81,59.83,1,2024
627,316,521.85,10,2023
628,34,916.32,12,2024
629,545,678.01,1,2023
630,677,730.94,9,2024
631,109,464.66,3,2024
632,755,456.08,8,2023
633,501,648.94,11,2023
634,188,426.79,8,2024
635,268,976.75,6,2024
636,144,113.4,2,2024
637,84,675.59,8,2024
638,763,222.9,2,2023
639,515,789.19,9,2023
640,32,303.34,4,2024
641,534,167.72,1,2023
642,516,709.53,5,2024
643,583,881.38,8,2024
644,545,331.39,11,2023
645,372,624.79,7,2023
646,31,802.09,11,2024
647,272,492.41,6,2023
648,750,709.27,5,2023
649,545,529.67,5,2024
650,218,41.07,1,2024
651,608,160.87,4,2023
652,549,153.32,2,2024
653,690,460.71,3,2024
654,513,291.45,1,2023
655,665,455.26,3,2024
656,347,571.45,3,2024
657,978,338.36,10,2023
658,487,39.63,3,2024
659,533,118.2,12,2023
660,73,960.3,12,2024
661,14,713.27,3,2024
662,707,295.52,6,2024
663,128,219.95,6,2023
664,771,470.57,11,2023
665,559,434.95,4,2023
666,788,103.55,8,2024
667,144,963.99,10,2024
668,678,911.26,3,2024
669,620,42.24,5,2023
670,11,598.03,6,2024
671,719,405.52,8,2024
672,356,359.07,10,2023
673,293,463.46,11,2024
674,924,91.29,12,2023
675,794,866.27,6,2024
676,455,185.42,9,2023
677,151,237.81,11,2023
678,938,747.08,1,2023
679,889,296.75,5,2024
680,563,252.56,12,2024
681,419,442.13,3,2024
682,816,926.81,8,2023
683,118,615.9,5,2024
684,308,682.4,10,2024
685,552,607.01,8,2023
686,26,242.96,6,2024
687,692,357.64,2,2024
688,890,693.15,2,2024
689,401,899.67,7,2023
690,937,534.9,1,2023
691,53,488.52,4,2023
692,476,558.34,10,2023
693,250,712.62,10,2024
694,1,241.74,3,2024
695,768,762.58,1,2023
696,998,679.37,4,2024
697,522,287.04,4,2024
698,121,770.03,2,2023
699,121,514.39,9,2024
700,972,186.35,8,2023
701,966,489.52,7,2023
702,25,417.22,2,2023
703,311,853.6,2,2024
704,777,95.87,7,2024
705,499,450.41,4,2023
706,5,331.1,4,2024
707,772,56.43,1,2024
708,689,138.57,2,2024
709,390,136.41,5,2024
710,795,240.71,5,2024
711,40,611.67,4,2024
712,23,198.36,4,2024
713,673,245.82,4,2023
714,686,911.75,4,2023
715,70,998.5,6,2023
716,930,396.4,8,2023
717,446,981.05,12,2023
718,302,149.32,9,2024
719,944,896.66,10,2024
720,156,284.06,4,2024
721,644,539.94,2,2023
722,302,322.08,2,2024
723,771,860.4,12,2024
724,912,707.3,9,2024
725,2,377.09,5,2024
726,249,252.38,7,2024
727,306,72.27,10,2023
728,387,483.67,8,2024
729,945,807.48,1,2024
730,344,842.8,4,2023
731,510,487.59,8,2023
732,871,212.77,5,2023
733,478,956.93,11,2023
734,95,394.35,4,2024
735,312,951.99,10,2023
736,468,953.92,12,2024
737,844,71.84,3,2023
738,596,71.23,2,2024
739,875,933.43,11,2023
740,762,334.52,9,2024
741,212,417.4,12,2024
742,746,362.82,7,2023
743,459,950.91,9,2024
744,139,255.87,2,2023
745,390,487.39,12,2024
746,986,644.34,7,2023
747,584,377.43,7,2023
748,575,751.15,2,2023
749,101,359.57,11,2024
750,997,87.39,2,2023
751,464,152.07,2,2024
752,246,342.87,10,2023
753,941,505.4,6,2024
754,44,969.59,2,2024
755,407,773.8,10,2024
756,647,299.61,4,2024
757,63,815.69,7,2024
758,405,186.87,9,2024
759,794,679.27,9,2023
760,366,953.97,6,2024
761,147,141.81,12,2023
762,688,140.89,4,2023
763,742,993.49,12,2024
764,646,756.04,7,2023
765,78,268.36,10,2023
766,402,257.72,3,2024
767,659,783.03,5,2024
768,147,584.52,11,2023
769,983,819.61,3,2024
770,439,454.49,1,2023
771,474,26.73,6,2024
772,637,726.86,7,2023
773,690,379.9,3,2024
774,950,326.64,3,2024
775,857,731.43,6,2024
776,9,282.52,4,2023
777,350,923.95,7,2024
778,135,886.18,11,2023
779,619,324.96,3,2024
780,787,563.84,1,2024
781,71,991.67,7,2023
782,56,846.54,3,2023
783,795,813.89,3,2023
784,132,551.97,5,2023
785,689,525.54,1,2024
786,886,45.3,3,2024
787,966,913.54,10,2024
788,723,704.92,10,2024
789,437,103.07,10,2023
790,93,421.53,5,2024
791,424,746.84,10,2023
792,63,225.73,7,2023
793,552,161.28,3,2023
794,841,883.82,11,2024
795,734,171.54,4,2023
796,427,490.22,1,2023
797,613,109.24,9,2024
798,466,544.49,10,2024
799,171,62.76,12,2023
800,761,591.37,9,2024
801,432,813.2,12,2024
802,474,915.05,6,2023
803,209,574.73,7,2023
804,467,222.31,9,2024
805,778,369.67,1,2023
806,673,292.24,11,2024
807,920,633.19,7,2023
808,734,513.82,1,2024
809,692,696.25,6,2024
810,398,795.26,4,2024
811,351,693.42,3,2024
812,586,375.39,9,2024
813,51,246.6,5,2023
814,258,635.91,6,2024
815,114,15.68,6,2024
816,162,26.79,4,2024
817,852,513.99,3,2023
818,557,812.42,11,2024
819,134,29.86,11,2023
820,25,424.75,2,2024
821,513,203.79,9,2023
822,959,541.28,2,2024
823,3,337.45,9,2024
824,600,700.96,10,2024
825,267,752.17,9,2023
826,470,174.62,2,2024
827,723,514.37,1,2024
828,682,216.98,3,2024
829,765,445.62,11,2024
830,883,451.69,12,2023
831,520,985.77,2,2024
832,80,258.94,2,2024
833,80,81.06,1,2024
834,959,73.25,6,2024
835,884,490.16,6,2023
836,197,858.47,5,2024
837,941,232.52,11,2024
838,478,245.52,6,2024
839,937,352.01,3,2023
840,145,556.68,11,2023
841,962,51.23,10,2024
842,571,547.39,9,2023
843,535,472.47,9,2023
844,928,329.64,10,2024
845,171,27.86,12,2023
846,726,11.92,3,2023
847,519,801.81,6,2024
848,795,82.57,11,2023
849,172,230.57,10,2024
850,658,785.94,8,2023
851,413,447.37,12,2023
852,572,628.8,6,2024
853,395,832.0,10,2024
854,781,887.01,5,2023
855,368,502.8,11,2023
856,153,859.97,10,2023
857,305,853.84,2,2024
858,431,406.54,2,2023
859,454,846.05,10,2023
860,962,820.99,5,2023
861,604,98.97,12,2024
862,461,619.02,10,2024
863,474,43.06,8,2024
864,270,418.9,8,2023
865,822,404.24,3,2023
866,784,562.48,5,2024
867,841,997.83,9,2023
868,280,438.46,1,2024
869,346,563.21,7,2023
870,274,217.89,8,2023
871,697,469.95,7,2023
872,462,835.23,8,2024
873,543,297.91,6,2023
874,750,707.02,7,2024
875,597,729.06,5,2024
876,256,696.5,2,2024
877,584,893.52,8,2023
878,558,113.53,7,2024
879,790,746.17,10,2024
880,957,473.83,4,2024
881,209,321.93,11,2024
882,401,512.34,6,2024
883,970,434.86,9,2023
884,175,324.36,10,2023
885,89,953.93,3,2023
886,619,442.9,6,2024
887,461,243.48,7,2023
888,373,952.47,1,2023
889,662,117.02,11,2023
890,843,207.69,9,2024
891,544,698.77,2,2023
892,464,832.36,4,2024
893,108,894.62,3,2023
894,374,56.37,2,2024
895,915,744.43,8,2023
896,596,488.92,4,2024
897,240,181.21,6,2023
898,450,874.26,10,2024
899,540,772.14,8,2023
900,761,207.58,12,2023
901,906,803.75,8,2024
902,448,580.73,2,2023
903,973,563.96,11,2024
904,531,786.99,9,2023
905,631,600.33,5,2024
906,134,265.04,5,2023
907,989,764.29,10,2023
908,185,223.85,1,2023
909,424,798.97,2,2024
910,574,171.73,5,2024
911,222,420.72,7,2024
912,955,553.72,2,2023
913,457,795.88,11,2024
914,594,575.02,1,2024
915,661,193.93,2,2023
916,541,112.7,9,2023
917,74,79.77,3,2024
918,791,205.89,12,2023
919,687,623.05,9,2024
920,749,119.3,8,2024
921,12,355.08,11,2024
922,60,173.13,9,2024
923,30,46.91,7,2024
924,105,679.16,12,2023
925,937,162.02,6,2023
926,716,120.15,12,2024
927,260,628.24,8,2024
928,846,589.43,4,2023
929,299,937.29,10,2024
930,51,898.08,7,2023
931,780,584.11,2,2023
932,165,586.13,5,2023
933,67,507.08,1,2023
934,55,774.93,4,2023
935,975,537.09,3,2023
936,759,987.93,10,2024
937,585,492.21,9,2023
938,548,462.96,4,2024
939,781,256.69,1,2023
940,59,540.36,9,2024
941,617,515.17,11,2023
942,833,167.12,5,2023
943,249,818.64,7,2024
944,565,950.35,10,2024
945,965,578.45,6,2023
946,557,267.34,9,2024
947,994,550.2,5,2023
948,964,785.57,10,2023
949,814,143.25,10,2024
950,593,258.96,7,2024
951,889,449.71,7,2024
952,470,29.98,12,2024
953,573,178.05,9,2023
954,98,472.86,5,2023
955,490,713.8,8,2024
956,836,224.76,11,2023
957,860,600.47,2,2024
958,76,491.1,5,2023
959,549,19.4,12,2023
960,954,495.92,8,2023
961,349,317.13,5,2024
962,751,209.81,3,2024
963,757,790.01,2,2024
964,992,407.86,1,2024
965,278,910.7,6,2024
966,763,790.67,4,2023
967,744,951.97,9,2023
968,338,933.03,1,2024
969,552,493.29,5,2024
970,709,942.36,10,2023
971,234,402.02,2,2024
972,926,549.01,4,2023
973,281,717.15,9,2023
974,383,104.76,4,2023
975,986,524.55,7,2024
976,158,155.16,10,2024
977,427,155.25,2,2024
978,208,891.5,6,2024
979,434,825.38,9,2023
980,981,185.12,3,2024
981,331,313.89,8,2023
982,307,68.81,5,2023
983,408,199.12,8,2024
984,80,305.43,11,2023
985,220,477.74,2,2024
986,398,918.33,4,2023
987,450,686.05,12,2024
988,311,529.89,4,2023
989,678,693.1,6,2024
990,805,492.09,3,2024
991,320,674.91,9,2023
992,332,274.14,5,2024
993,341,505.94,3,2024
994,459,620.86,3,2024
995,925,477.34,3,2023
996,854,450.15,7,2024
997,755,24.37,11,2023
998,666,64.81,8,2023
999,583,664.85,5,2023
1000,931,858.78,9,2023
1001,826,997.17,5,2024
1002,653,529.68,10,2023
1003,423,54.66,1,2023
1004,486,308.57,4,2024
1005,157,496.05,6,2023
1006,438,370.42,8,2024
1007,156,145.88,9,2023
1008,942,397.6,11,2023
1009,495,901.73,1,2024
1010,831,894.44,9,2023
1011,866,344.21,3,2023
1012,875,311.06,6,2024
1013,146,28.09,2,2023
1014,867,426.79,2,2024
1015,703,459.77,9,2023
1016,201,359.71,2,2024
1017,514,810.13,3,2023
1018,335,149.93,1,2024
1019,499,260.64,10,2024
1020,185,790.62,8,2023
1021,699,759.16,1,2024
1022,237,488.35,1,2023
1023,71,615.48,6,2023
1024,764,500.5,5,2024
1025,746,877.76,7,2024
1026,624,191.6,9,2023
1027,725,482.63,2,2023
1028,491,148.21,3,2023
1029,242,433.42,5,2024
1030,107,348.49,8,2024
1031,428,908.11,7,2024
1032,547,573.08,4,2023
1033,114,646.06,11,2024
1034,950,582.35,7,2023
1035,241,854.64,9,2024
1036,830,889.8,9,2023
1037,377,90.63,1,2024
1038,97,268.48,8,2023
1039,978,756.66,5,2023
1040,80,32.14,8,2024
1041,617,680.82,9,2023
1042,192,423.99,8,2024
1043,513,341.93,1,2024
1044,898,48.84,4,2023
1045,959,157.27,4,2023
1046,279,99.08,3,2024
1047,91,174.87,2,2024
1048,961,380.43,6,2023
1049,902,401.52,10,2023
1050,789,925.31,6,2024
1051,526,169.03,10,2023
1052,672,971.32,2,2023
1053,318,863.1,11,2024
1054,45,516.54,10,2023
1055,382,136.38,3,2023
1056,849,415.86,1,2024
1057,418,603.44,2,2024
1058,469,587.11,9,2023
1059,923,643.93,2,2024
1060,523,931.3,1,2023
1061,513,321.79,2,2023
1062,530,947.12,10,2024
1063,206,889.56,10,2024
1064,663,652.66,2,2024
1065,681,655.12,4,2023
1066,897,757.61,1,2023
1067,137,665.39,9,2023
1068,664,946.91,12,2023
1069,373,997.8,12,2024
1070,340,929.66,12,2023
1071,113,131.04,5,2023
